review_id,week,week_start_date,review_date,market,platform,brand,flavor,star_rating,review_text,helpful_votes,verified_purchase,is_anomaly_week,anomaly_type
R0001765,2025-W14,2025-04-09,2025-04-12,India,Flipkart,Lay's,Magic Masala,1,Bahut bura experience. Lay's Magic Masala tampered packet. Consumer forum mein complaint.,12,True,True,lays_crisis
R0001766,2025-W14,2025-04-09,2025-04-15,India,Amazon India,Lay's,Classic Salted,3,Theek hai Lay's Classic Salted. Expected better from such a big brand.,11,True,True,lays_crisis
R0001767,2025-W14,2025-04-09,2025-04-10,India,Amazon India,Lay's,Classic Salted,2,Bahut disappointed. Lay's Classic Salted stale aaya. Expiry 3 months baad hai phir bhi.,3,True,True,lays_crisis
R0001768,2025-W14,2025-04-09,2025-04-14,India,Flipkart,Lay's,Chile Limon,4,Lay's Chile Limon achha hai but quantity thodi kam hai packet mein. Taste great though.,3,True,True,lays_crisis
R0001769,2025-W14,2025-04-09,2025-04-11,India,Amazon India,Lay's,Spanish Tomato Tango,2,Packet mein chips tootey hue the. Lay's Spanish Tomato Tango packaging weak hai.,2,True,True,lays_crisis
R0001770,2025-W14,2025-04-09,2025-04-10,India,Flipkart,Lay's,Magic Masala,1,DISGUSTING! Lay's Magic Masala mein kuch aisa mila jo chips nahi tha. @Lays jawab do!!,14,False,True,lays_crisis
R0001771,2025-W14,2025-04-09,2025-04-12,India,Flipkart,Lay's,Wafer Style,2,Packet mein chips tootey hue the. Lay's Wafer Style packaging weak hai.,8,True,True,lays_crisis
R0001772,2025-W14,2025-04-09,2025-04-09,India,Amazon India,Lay's,Classic Salted,3,Theek hai Lay's Classic Salted. Expected better from such a big brand.,1,True,True,lays_crisis
R0001773,2025-W14,2025-04-09,2025-04-10,India,Amazon India,Lay's,Spanish Tomato Tango,3,Theek hai Lay's Spanish Tomato Tango. Expected better from such a big brand.,12,False,True,lays_crisis
R0001774,2025-W14,2025-04-09,2025-04-12,India,Flipkart,Lay's,Herb & Onion,1,DISGUSTING! Lay's Herb & Onion mein kuch aisa mila jo chips nahi tha. @Lays jawab do!!,6,True,True,lays_crisis
R0001775,2025-W14,2025-04-09,2025-04-12,India,Amazon India,Lay's,Classic Salted,1,Zero quality control. Lay's Classic Salted stale. Smell bhi ajeeb tha. AVOID!,0,True,True,lays_crisis
R0001776,2025-W14,2025-04-09,2025-04-15,India,Flipkart,Lay's,Baked,1,DISGUSTING! Lay's Baked mein kuch aisa mila jo chips nahi tha. @Lays jawab do!!,11,True,True,lays_crisis
R0001777,2025-W14,2025-04-09,2025-04-15,India,Amazon India,Lay's,Chile Limon,3,Average. Lay's Chile Limon pehle zyada achha lagta tha.,2,True,True,lays_crisis
R0001778,2025-W14,2025-04-09,2025-04-09,India,Amazon India,Lay's,Chile Limon,1,Zero quality control. Lay's Chile Limon stale. Smell bhi ajeeb tha. AVOID!,7,False,True,lays_crisis
R0001779,2025-W14,2025-04-09,2025-04-09,India,Amazon India,Lay's,Herb & Onion,2,Packet mein chips tootey hue the. Lay's Herb & Onion packaging weak hai.,44,True,True,lays_crisis
R0001780,2025-W14,2025-04-09,2025-04-13,India,Flipkart,Lay's,Classic Salted,3,Theek hai Lay's Classic Salted. Expected better from such a big brand.,0,True,True,lays_crisis
R0001781,2025-W14,2025-04-09,2025-04-11,India,Flipkart,Lay's,Herb & Onion,1,Zero quality control. Lay's Herb & Onion stale. Smell bhi ajeeb tha. AVOID!,12,True,True,lays_crisis
R0001782,2025-W14,2025-04-09,2025-04-14,India,Amazon India,Lay's,Max Peri Peri,4,Good product. Lay's Max Peri Peri fresh tha. Packaging thoda improve ho sakta hai.,2,True,True,lays_crisis
R0001783,2025-W14,2025-04-09,2025-04-11,India,Amazon India,Lay's,Chile Limon,4,Lay's Chile Limon achha hai but quantity thodi kam hai packet mein. Taste great though.,3,True,True,lays_crisis
R0001784,2025-W14,2025-04-09,2025-04-12,India,Amazon India,Lay's,Baked,1,Zero quality control. Lay's Baked stale. Smell bhi ajeeb tha. AVOID!,0,True,True,lays_crisis
R0001785,2025-W14,2025-04-09,2025-04-15,India,Flipkart,Lay's,American Style Cream & Onion,1,Bahut bura experience. Lay's American Style Cream & Onion tampered packet. Consumer forum mein complaint.,10,True,True,lays_crisis
R0001786,2025-W14,2025-04-09,2025-04-11,India,Amazon India,Lay's,American Style Cream & Onion,3,Average. Lay's American Style Cream & Onion pehle zyada achha lagta tha.,2,True,True,lays_crisis
R0001787,2025-W14,2025-04-09,2025-04-14,India,Flipkart,Lay's,Chile Limon,3,Theek hai Lay's Chile Limon. Expected better from such a big brand.,6,True,True,lays_crisis
R0001788,2025-W14,2025-04-09,2025-04-09,India,Amazon India,Pringles,Original,5,Pringles Original — consistent quality every single time. Love it!,13,True,True,lays_crisis
R0001789,2025-W14,2025-04-09,2025-04-09,India,Amazon India,Pringles,BBQ,5,Pringles BBQ — consistent quality every single time. Love it!,39,True,True,lays_crisis
R0001790,2025-W14,2025-04-09,2025-04-10,India,Amazon India,Pringles,Cheddar Cheese,1,Pringles Cheddar Cheese mein kuch ajeeb smell tha. Waste of money.,34,False,True,lays_crisis
R0001791,2025-W14,2025-04-09,2025-04-09,India,Amazon India,Pringles,Original,4,Pringles Original good hai. Thoda expensive but worth it.,1,False,True,lays_crisis
R0001792,2025-W14,2025-04-09,2025-04-12,India,Flipkart,Pringles,Original,5,Pringles Original ekdum fresh! Canister packaging is the best 👌,8,True,True,lays_crisis
R0001793,2025-W14,2025-04-09,2025-04-14,India,Flipkart,Pringles,Sour Cream & Onion,5,Pringles Sour Cream & Onion — consistent quality every single time. Love it!,126,True,True,lays_crisis
R0001794,2025-W14,2025-04-09,2025-04-09,India,Flipkart,Pringles,Sour Cream & Onion,5,Pringles Sour Cream & Onion ekdum fresh! Canister packaging is the best 👌,10,True,True,lays_crisis
R0001795,2025-W14,2025-04-09,2025-04-12,India,Amazon India,Pringles,Cheddar Cheese,5,Pringles Cheddar Cheese — consistent quality every single time. Love it!,9,True,True,lays_crisis
R0001796,2025-W14,2025-04-09,2025-04-14,India,Amazon India,Pringles,Sour Cream & Onion,4,Pringles Sour Cream & Onion good hai. Thoda expensive but worth it.,10,True,True,lays_crisis
R0001797,2025-W14,2025-04-09,2025-04-10,India,Amazon India,Pringles,BBQ,2,Pringles BBQ stale aaya. Disappointed with freshness.,5,True,True,lays_crisis
R0001798,2025-W14,2025-04-09,2025-04-11,India,Amazon India,Pringles,Original,1,Pringles Original mein kuch ajeeb smell tha. Waste of money.,25,True,True,lays_crisis
R0001799,2025-W14,2025-04-09,2025-04-14,India,Flipkart,Pringles,Original,4,Pringles Original good hai. Thoda expensive but worth it.,4,True,True,lays_crisis
R0001800,2025-W14,2025-04-09,2025-04-12,India,Amazon India,Pringles,Pizza,5,Pringles Pizza — consistent quality every single time. Love it!,17,True,True,lays_crisis
R0001801,2025-W14,2025-04-09,2025-04-15,India,Amazon India,Pringles,BBQ,5,Pringles BBQ — consistent quality every single time. Love it!,1,True,True,lays_crisis
R0001802,2025-W14,2025-04-09,2025-04-09,India,Flipkart,Pringles,BBQ,5,Pringles BBQ — consistent quality every single time. Love it!,0,True,True,lays_crisis
R0001803,2025-W14,2025-04-09,2025-04-13,India,Flipkart,Pringles,Original,5,Pringles Original ekdum fresh! Canister packaging is the best 👌,4,True,True,lays_crisis
R0001804,2025-W14,2025-04-09,2025-04-15,India,Amazon India,Pringles,Pizza,5,Pringles Pizza ekdum fresh! Canister packaging is the best 👌,1,True,True,lays_crisis
R0001805,2025-W14,2025-04-09,2025-04-10,India,Amazon India,Pringles,Cheddar Cheese,2,Pringles Cheddar Cheese stale aaya. Disappointed with freshness.,0,True,True,lays_crisis
R0001806,2025-W14,2025-04-09,2025-04-14,India,Amazon India,Pringles,Sour Cream & Onion,4,Pringles Sour Cream & Onion good hai. Thoda expensive but worth it.,42,True,True,lays_crisis
R0001807,2025-W14,2025-04-09,2025-04-14,India,Amazon India,Pringles,Cheddar Cheese,5,Pringles Cheddar Cheese — consistent quality every single time. Love it!,13,True,True,lays_crisis
R0001808,2025-W14,2025-04-09,2025-04-11,India,Flipkart,Pringles,Cheddar Cheese,4,Pringles Cheddar Cheese good hai. Thoda expensive but worth it.,6,True,True,lays_crisis
R0001809,2025-W14,2025-04-09,2025-04-12,India,Amazon India,Pringles,Pizza,5,Pringles Pizza — consistent quality every single time. Love it!,4,True,True,lays_crisis
R0001810,2025-W14,2025-04-09,2025-04-14,India,Amazon India,Pringles,Cheddar Cheese,5,Pringles Cheddar Cheese ekdum fresh! Canister packaging is the best 👌,18,True,True,lays_crisis
R0001811,2025-W14,2025-04-09,2025-04-13,India,Amazon India,Pringles,Sour Cream & Onion,5,Pringles Sour Cream & Onion ekdum fresh! Canister packaging is the best 👌,24,False,True,lays_crisis
R0001812,2025-W14,2025-04-09,2025-04-13,India,Amazon India,Pringles,Sour Cream & Onion,5,Pringles Sour Cream & Onion ekdum fresh! Canister packaging is the best 👌,1,True,True,lays_crisis
R0001813,2025-W14,2025-04-09,2025-04-13,India,Flipkart,Pringles,Original,5,Pringles Original ekdum fresh! Canister packaging is the best 👌,3,True,True,lays_crisis
R0001814,2025-W14,2025-04-09,2025-04-10,India,Flipkart,Pringles,Cheddar Cheese,5,Pringles Cheddar Cheese — consistent quality every single time. Love it!,4,True,True,lays_crisis
R0001815,2025-W14,2025-04-09,2025-04-14,India,Amazon India,Pringles,Sour Cream & Onion,5,Pringles Sour Cream & Onion — consistent quality every single time. Love it!,16,False,True,lays_crisis
R0001816,2025-W14,2025-04-09,2025-04-11,India,Amazon India,Pringles,Cheddar Cheese,5,Pringles Cheddar Cheese — consistent quality every single time. Love it!,4,True,True,lays_crisis
R0001817,2025-W14,2025-04-09,2025-04-12,India,Flipkart,Pringles,Pizza,4,Pringles Pizza good hai. Thoda expensive but worth it.,8,True,True,lays_crisis
R0001818,2025-W14,2025-04-09,2025-04-10,India,Flipkart,Pringles,Sour Cream & Onion,3,Pringles Sour Cream & Onion theek hai. Lay's se thoda zyada price ke liye expected better.,4,True,True,lays_crisis
R0001819,2025-W14,2025-04-09,2025-04-12,India,Amazon India,Pringles,Sour Cream & Onion,4,Pringles Sour Cream & Onion good hai. Thoda expensive but worth it.,17,True,True,lays_crisis
R0001820,2025-W14,2025-04-09,2025-04-14,India,Amazon India,Pringles,Pizza,4,Pringles Pizza good hai. Thoda expensive but worth it.,14,True,True,lays_crisis
R0001821,2025-W14,2025-04-09,2025-04-14,India,Flipkart,Pringles,Sour Cream & Onion,5,Pringles Sour Cream & Onion ekdum fresh! Canister packaging is the best 👌,3,True,True,lays_crisis
R0001822,2025-W14,2025-04-09,2025-04-13,India,Flipkart,Pringles,Cheddar Cheese,5,Pringles Cheddar Cheese ekdum fresh! Canister packaging is the best 👌,2,False,True,lays_crisis
R0001823,2025-W14,2025-04-09,2025-04-14,India,Flipkart,Pringles,Cheddar Cheese,5,Pringles Cheddar Cheese ekdum fresh! Canister packaging is the best 👌,1,False,True,lays_crisis
R0001824,2025-W14,2025-04-09,2025-04-12,India,Flipkart,Pringles,Cheddar Cheese,4,Pringles Cheddar Cheese good hai. Thoda expensive but worth it.,42,True,True,lays_crisis
R0001825,2025-W14,2025-04-09,2025-04-15,India,Amazon India,Pringles,Original,4,Pringles Original good hai. Thoda expensive but worth it.,134,True,True,lays_crisis
R0001826,2025-W14,2025-04-09,2025-04-11,India,Amazon India,Pringles,Pizza,4,Pringles Pizza good hai. Thoda expensive but worth it.,23,True,True,lays_crisis
R0001827,2025-W14,2025-04-09,2025-04-13,India,Amazon India,Pringles,Cheddar Cheese,4,Pringles Cheddar Cheese good hai. Thoda expensive but worth it.,0,False,True,lays_crisis
R0001828,2025-W14,2025-04-09,2025-04-10,India,Amazon India,Doritos,Spicy Nacho,2,Doritos Spicy Nacho stale tha. Brand trust thoda gira hai recent controversy ke baad.,2,True,True,lays_crisis
R0001829,2025-W14,2025-04-09,2025-04-11,India,Amazon India,Doritos,Spicy Nacho,4,Doritos Spicy Nacho good hai. Thoda zyada spicy but I liked it.,2,True,True,lays_crisis
R0001830,2025-W14,2025-04-09,2025-04-15,India,Amazon India,Doritos,Flamin Hot,4,Doritos Flamin Hot good hai. Thoda zyada spicy but I liked it.,4,True,True,lays_crisis
R0001831,2025-W14,2025-04-09,2025-04-09,India,Flipkart,Doritos,Flamin Hot,5,Doritos Flamin Hot ka taste India mein bhi utna hi amazing hai!,0,True,True,lays_crisis
R0001832,2025-W14,2025-04-09,2025-04-13,India,Flipkart,Doritos,Nacho Cheese,4,Doritos Nacho Cheese good hai. Thoda zyada spicy but I liked it.,1,False,True,lays_crisis
R0001833,2025-W14,2025-04-09,2025-04-15,India,Amazon India,Doritos,Spicy Nacho,3,Doritos Spicy Nacho okay hai. Pricey for what you get.,43,False,True,lays_crisis
R0001834,2025-W14,2025-04-09,2025-04-11,India,Flipkart,Doritos,Nacho Cheese,2,Doritos Nacho Cheese stale tha. Brand trust thoda gira hai recent controversy ke baad.,12,True,True,lays_crisis
R0001835,2025-W14,2025-04-09,2025-04-11,India,Amazon India,Doritos,Nacho Cheese,5,Doritos Nacho Cheese is fire! Perfect for gaming nights 🎮🔥,6,True,True,lays_crisis
R0001836,2025-W14,2025-04-09,2025-04-12,India,Amazon India,Doritos,Spicy Nacho,1,Doritos Spicy Nacho waste hai. Influencer controversy ke baad trust nahi raha.,3,True,True,lays_crisis
R0001837,2025-W14,2025-04-09,2025-04-10,India,Amazon India,Doritos,Spicy Nacho,3,Doritos Spicy Nacho okay hai. Pricey for what you get.,3,True,True,lays_crisis
R0001838,2025-W14,2025-04-09,2025-04-13,India,Flipkart,Doritos,Sweet Chili,4,Doritos Sweet Chili good hai. Thoda zyada spicy but I liked it.,11,True,True,lays_crisis
R0001839,2025-W14,2025-04-09,2025-04-15,India,Flipkart,Doritos,Spicy Nacho,4,Doritos Spicy Nacho good hai. Thoda zyada spicy but I liked it.,6,True,True,lays_crisis
R0001840,2025-W14,2025-04-09,2025-04-10,India,Amazon India,Doritos,Spicy Nacho,3,Doritos Spicy Nacho okay hai. Pricey for what you get.,2,False,True,lays_crisis
R0001841,2025-W14,2025-04-09,2025-04-13,India,Flipkart,Doritos,Flamin Hot,4,Doritos Flamin Hot good hai. Thoda zyada spicy but I liked it.,17,True,True,lays_crisis
R0001842,2025-W14,2025-04-09,2025-04-10,India,Amazon India,Doritos,Flamin Hot,5,Doritos Flamin Hot ka taste India mein bhi utna hi amazing hai!,2,True,True,lays_crisis
R0001843,2025-W14,2025-04-09,2025-04-11,India,Amazon India,Doritos,Sweet Chili,5,Doritos Sweet Chili is fire! Perfect for gaming nights 🎮🔥,21,True,True,lays_crisis
R0001844,2025-W14,2025-04-09,2025-04-10,India,Amazon India,Doritos,Sweet Chili,1,Doritos Sweet Chili waste hai. Influencer controversy ke baad trust nahi raha.,1,True,True,lays_crisis
R0001845,2025-W14,2025-04-09,2025-04-11,India,Flipkart,Doritos,Cool Ranch,5,Doritos Cool Ranch ka taste India mein bhi utna hi amazing hai!,2,True,True,lays_crisis
R0001846,2025-W14,2025-04-09,2025-04-10,India,Amazon India,Doritos,Nacho Cheese,4,Doritos Nacho Cheese good hai. Thoda zyada spicy but I liked it.,18,False,True,lays_crisis
R0001847,2025-W14,2025-04-09,2025-04-15,India,Flipkart,Doritos,Sweet Chili,5,Doritos Sweet Chili ka taste India mein bhi utna hi amazing hai!,2,True,True,lays_crisis
R0001848,2025-W14,2025-04-09,2025-04-11,India,Amazon India,Doritos,Nacho Cheese,5,Doritos Nacho Cheese ka taste India mein bhi utna hi amazing hai!,28,False,True,lays_crisis
R0001849,2025-W14,2025-04-09,2025-04-14,India,Flipkart,Doritos,Flamin Hot,4,Doritos Flamin Hot good hai. Thoda zyada spicy but I liked it.,12,True,True,lays_crisis
R0001850,2025-W14,2025-04-09,2025-04-13,India,Flipkart,Doritos,Spicy Nacho,5,Doritos Spicy Nacho ka taste India mein bhi utna hi amazing hai!,24,True,True,lays_crisis
R0001851,2025-W14,2025-04-09,2025-04-14,India,Amazon India,Doritos,Sweet Chili,2,Doritos Sweet Chili stale tha. Brand trust thoda gira hai recent controversy ke baad.,5,True,True,lays_crisis
R0001852,2025-W14,2025-04-09,2025-04-15,India,Flipkart,Doritos,Flamin Hot,1,Doritos Flamin Hot waste hai. Influencer controversy ke baad trust nahi raha.,1,True,True,lays_crisis
R0001853,2025-W14,2025-04-09,2025-04-09,India,Amazon India,Doritos,Spicy Nacho,3,Doritos Spicy Nacho okay hai. Pricey for what you get.,1,True,True,lays_crisis
R0001854,2025-W14,2025-04-09,2025-04-14,India,Amazon India,Doritos,Flamin Hot,5,Doritos Flamin Hot ka taste India mein bhi utna hi amazing hai!,20,True,True,lays_crisis
R0001855,2025-W14,2025-04-09,2025-04-14,India,Amazon India,Doritos,Spicy Nacho,3,Doritos Spicy Nacho okay hai. Pricey for what you get.,3,True,True,lays_crisis
R0001856,2025-W14,2025-04-09,2025-04-09,India,Flipkart,Doritos,Flamin Hot,3,Doritos Flamin Hot okay hai. Pricey for what you get.,6,False,True,lays_crisis
R0001857,2025-W14,2025-04-09,2025-04-13,India,Flipkart,Doritos,Cool Ranch,4,Doritos Cool Ranch good hai. Thoda zyada spicy but I liked it.,1,False,True,lays_crisis
R0001858,2025-W14,2025-04-09,2025-04-11,India,Flipkart,Doritos,Flamin Hot,4,Doritos Flamin Hot good hai. Thoda zyada spicy but I liked it.,13,True,True,lays_crisis
R0001859,2025-W14,2025-04-09,2025-04-09,India,Flipkart,Doritos,Spicy Nacho,5,Doritos Spicy Nacho is fire! Perfect for gaming nights 🎮🔥,0,True,True,lays_crisis
R0001860,2025-W14,2025-04-09,2025-04-14,US,Amazon US,Lay's,Chile Limon,5,Lay's Chile Limon is consistently the best chip out there. Never disappoints.,3,True,True,lays_crisis
R0001861,2025-W14,2025-04-09,2025-04-12,US,Walmart,Lay's,Wafer Style,5,Bought for the Super Bowl party — gone in 20 mins. Lay's Wafer Style always wins!,12,False,True,lays_crisis
R0001862,2025-W14,2025-04-09,2025-04-14,US,Walmart,Lay's,Wafer Style,5,Bought for the Super Bowl party — gone in 20 mins. Lay's Wafer Style always wins!,4,True,True,lays_crisis
R0001863,2025-W14,2025-04-09,2025-04-12,US,Amazon US,Lay's,Max Peri Peri,5,"My go-to for years. Lay's Max Peri Peri always fresh, always delicious.",12,True,True,lays_crisis
R0001864,2025-W14,2025-04-09,2025-04-11,US,Walmart,Lay's,Baked,3,Average chip. Lay's Baked used to taste better.,10,True,True,lays_crisis
R0001865,2025-W14,2025-04-09,2025-04-14,US,Walmart,Lay's,Classic Salted,5,"My go-to for years. Lay's Classic Salted always fresh, always delicious.",7,True,True,lays_crisis
R0001866,2025-W14,2025-04-09,2025-04-14,US,Amazon US,Lay's,Chile Limon,5,Bought for the Super Bowl party — gone in 20 mins. Lay's Chile Limon always wins!,5,True,True,lays_crisis
R0001867,2025-W14,2025-04-09,2025-04-12,US,Amazon US,Lay's,Max Peri Peri,5,Bought for the Super Bowl party — gone in 20 mins. Lay's Max Peri Peri always wins!,23,False,True,lays_crisis
R0001868,2025-W14,2025-04-09,2025-04-10,US,Walmart,Lay's,Herb & Onion,3,Average chip. Lay's Herb & Onion used to taste better.,5,True,True,lays_crisis
R0001869,2025-W14,2025-04-09,2025-04-10,US,Walmart,Lay's,Wafer Style,4,Really good chip. Lay's Wafer Style delivers on flavor. A few got crushed in shipping.,1,True,True,lays_crisis
R0001870,2025-W14,2025-04-09,2025-04-10,US,Amazon US,Lay's,Wafer Style,3,Average chip. Lay's Wafer Style used to taste better.,1,True,True,lays_crisis
R0001871,2025-W14,2025-04-09,2025-04-14,US,Walmart,Lay's,Herb & Onion,3,Lay's Herb & Onion is decent but I've had better. Nothing special.,12,False,True,lays_crisis
R0001872,2025-W14,2025-04-09,2025-04-13,US,Amazon US,Lay's,Wafer Style,4,Good as always. Lay's Wafer Style consistent quality. Wish bags were fuller.,9,True,True,lays_crisis
R0001873,2025-W14,2025-04-09,2025-04-10,US,Amazon US,Lay's,Chile Limon,5,Lay's Chile Limon is consistently the best chip out there. Never disappoints.,28,False,True,lays_crisis
R0001874,2025-W14,2025-04-09,2025-04-13,US,Walmart,Lay's,Classic Salted,3,Lay's Classic Salted is decent but I've had better. Nothing special.,37,False,True,lays_crisis
R0001875,2025-W14,2025-04-09,2025-04-10,US,Amazon US,Lay's,Wafer Style,4,Good as always. Lay's Wafer Style consistent quality. Wish bags were fuller.,10,True,True,lays_crisis
R0001876,2025-W14,2025-04-09,2025-04-10,US,Walmart,Lay's,Magic Masala,2,Half the bag was crushed. Lay's Magic Masala packaging terrible for shipping.,2,True,True,lays_crisis
R0001877,2025-W14,2025-04-09,2025-04-09,US,Amazon US,Lay's,Wafer Style,4,Good as always. Lay's Wafer Style consistent quality. Wish bags were fuller.,11,True,True,lays_crisis
R0001878,2025-W14,2025-04-09,2025-04-13,US,Amazon US,Lay's,Baked,4,Good as always. Lay's Baked consistent quality. Wish bags were fuller.,21,False,True,lays_crisis
R0001879,2025-W14,2025-04-09,2025-04-12,US,Amazon US,Lay's,Classic Salted,5,"My go-to for years. Lay's Classic Salted always fresh, always delicious.",1,True,True,lays_crisis
R0001880,2025-W14,2025-04-09,2025-04-10,US,Walmart,Lay's,American Style Cream & Onion,4,Really good chip. Lay's American Style Cream & Onion delivers on flavor. A few got crushed in shipping.,3,True,True,lays_crisis
R0001881,2025-W14,2025-04-09,2025-04-11,US,Amazon US,Lay's,Spanish Tomato Tango,3,Lay's Spanish Tomato Tango is decent but I've had better. Nothing special.,0,True,True,lays_crisis
R0001882,2025-W14,2025-04-09,2025-04-14,US,Walmart,Lay's,Max Peri Peri,4,Really good chip. Lay's Max Peri Peri delivers on flavor. A few got crushed in shipping.,11,True,True,lays_crisis
R0001883,2025-W14,2025-04-09,2025-04-15,US,Amazon US,Lay's,Baked,5,"My go-to for years. Lay's Baked always fresh, always delicious.",39,True,True,lays_crisis
R0001884,2025-W14,2025-04-09,2025-04-13,US,Amazon US,Lay's,Wafer Style,5,"My go-to for years. Lay's Wafer Style always fresh, always delicious.",15,True,True,lays_crisis
R0001885,2025-W14,2025-04-09,2025-04-15,US,Amazon US,Lay's,Spanish Tomato Tango,3,Average chip. Lay's Spanish Tomato Tango used to taste better.,0,True,True,lays_crisis
R0001886,2025-W14,2025-04-09,2025-04-14,US,Amazon US,Lay's,Chile Limon,5,Lay's Chile Limon is consistently the best chip out there. Never disappoints.,1,True,True,lays_crisis
R0001887,2025-W14,2025-04-09,2025-04-13,US,Walmart,Lay's,Herb & Onion,5,Lay's Herb & Onion is consistently the best chip out there. Never disappoints.,7,True,True,lays_crisis
R0001888,2025-W14,2025-04-09,2025-04-11,US,Amazon US,Pringles,Cheddar Cheese,1,Pringles Cheddar Cheese was completely stale. Returning this.,13,True,True,lays_crisis
R0001889,2025-W14,2025-04-09,2025-04-09,US,Walmart,Pringles,Original,5,"Pringles Original never fails. Perfect crunch, great flavor.",34,True,True,lays_crisis
R0001890,2025-W14,2025-04-09,2025-04-09,US,Walmart,Pringles,Sour Cream & Onion,5,Once you pop you can't stop — Sour Cream & Onion is my all-time fave Pringles!,9,True,True,lays_crisis
R0001891,2025-W14,2025-04-09,2025-04-12,US,Amazon US,Pringles,Cheddar Cheese,3,Pringles Cheddar Cheese is fine. Nothing special at this price point.,1,True,True,lays_crisis
R0001892,2025-W14,2025-04-09,2025-04-14,US,Walmart,Pringles,Original,3,Pringles Original is fine. Nothing special at this price point.,4,True,True,lays_crisis
R0001893,2025-W14,2025-04-09,2025-04-12,US,Walmart,Pringles,Sour Cream & Onion,5,"Pringles Sour Cream & Onion never fails. Perfect crunch, great flavor.",3,False,True,lays_crisis
R0001894,2025-W14,2025-04-09,2025-04-09,US,Amazon US,Pringles,Sour Cream & Onion,3,Pringles Sour Cream & Onion is fine. Nothing special at this price point.,7,False,True,lays_crisis
R0001895,2025-W14,2025-04-09,2025-04-12,US,Amazon US,Pringles,Sour Cream & Onion,5,Once you pop you can't stop — Sour Cream & Onion is my all-time fave Pringles!,13,True,True,lays_crisis
R0001896,2025-W14,2025-04-09,2025-04-11,US,Walmart,Pringles,BBQ,5,"Pringles BBQ never fails. Perfect crunch, great flavor.",0,True,True,lays_crisis
R0001897,2025-W14,2025-04-09,2025-04-15,US,Amazon US,Pringles,BBQ,5,"Pringles BBQ never fails. Perfect crunch, great flavor.",9,False,True,lays_crisis
R0001898,2025-W14,2025-04-09,2025-04-09,US,Walmart,Pringles,Sour Cream & Onion,2,Pringles Sour Cream & Onion didn't taste fresh. Expected better shelf management.,1,True,True,lays_crisis
R0001899,2025-W14,2025-04-09,2025-04-14,US,Walmart,Pringles,Cheddar Cheese,4,Good chip. Pringles Cheddar Cheese has solid flavor. Canister makes it easy to share.,6,True,True,lays_crisis
R0001900,2025-W14,2025-04-09,2025-04-15,US,Amazon US,Pringles,Pizza,5,"Pringles Pizza never fails. Perfect crunch, great flavor.",39,False,True,lays_crisis
R0001901,2025-W14,2025-04-09,2025-04-13,US,Amazon US,Doritos,Spicy Nacho,4,Doritos Spicy Nacho solid as always. Maybe slightly too salty but still great.,7,True,True,lays_crisis
R0001902,2025-W14,2025-04-09,2025-04-10,US,Walmart,Doritos,Nacho Cheese,5,Doritos Nacho Cheese with salsa is a religious experience 🌮,1,True,True,lays_crisis
R0001903,2025-W14,2025-04-09,2025-04-12,US,Walmart,Doritos,Flamin Hot,5,"Doritos Flamin Hot is the perfect snack. Bold flavor, great crunch.",17,True,True,lays_crisis
R0001904,2025-W14,2025-04-09,2025-04-09,US,Amazon US,Doritos,Sweet Chili,2,Doritos Sweet Chili stale. Also the influencer controversy really put me off.,1,True,True,lays_crisis
R0001905,2025-W14,2025-04-09,2025-04-13,US,Amazon US,Doritos,Flamin Hot,5,Doritos Flamin Hot with salsa is a religious experience 🌮,30,True,True,lays_crisis
R0001906,2025-W14,2025-04-09,2025-04-13,US,Walmart,Doritos,Nacho Cheese,3,Doritos Nacho Cheese is fine. Not my fave but decent enough.,2,True,True,lays_crisis
R0001907,2025-W14,2025-04-09,2025-04-09,US,Walmart,Doritos,Spicy Nacho,5,"Doritos Spicy Nacho is the perfect snack. Bold flavor, great crunch.",1,True,True,lays_crisis
R0001908,2025-W14,2025-04-09,2025-04-10,US,Walmart,Doritos,Spicy Nacho,5,Doritos Spicy Nacho with salsa is a religious experience 🌮,48,False,True,lays_crisis
R0001909,2025-W14,2025-04-09,2025-04-14,US,Walmart,Doritos,Flamin Hot,5,"Doritos Flamin Hot is the perfect snack. Bold flavor, great crunch.",5,True,True,lays_crisis
R0001910,2025-W14,2025-04-09,2025-04-11,US,Amazon US,Doritos,Sweet Chili,4,Doritos Sweet Chili solid as always. Maybe slightly too salty but still great.,4,True,True,lays_crisis
R0001911,2025-W15,2025-04-16,2025-04-20,India,Amazon India,Lay's,Magic Masala,2,Bahut disappointed. Lay's Magic Masala stale aaya. Expiry 3 months baad hai phir bhi.,7,True,False,
R0001912,2025-W15,2025-04-16,2025-04-21,India,Flipkart,Lay's,Herb & Onion,5,Lay's Herb & Onion is literally the best chips in India. Paise vasool!,3,True,False,
R0001913,2025-W15,2025-04-16,2025-04-22,India,Flipkart,Lay's,American Style Cream & Onion,2,Packet mein chips tootey hue the. Lay's American Style Cream & Onion packaging weak hai.,1,True,False,
R0001914,2025-W15,2025-04-16,2025-04-17,India,Flipkart,Lay's,Max Peri Peri,4,Good product. Lay's Max Peri Peri fresh tha. Packaging thoda improve ho sakta hai.,0,True,False,
R0001915,2025-W15,2025-04-16,2025-04-21,India,Flipkart,Lay's,Chile Limon,2,Packet mein chips tootey hue the. Lay's Chile Limon packaging weak hai.,9,False,False,
